Feature_1,Feature_2,Label
0.3838839,0.37446398,1
0.5478772,0.70118916,1
0.595569,0.84715676,0
0.4236583,0.33997023,1
0.84925044,0.517081,0
0.11916131,0.5250351,0
0.59081954,0.37775868,1
0.46903166,0.18486042,0
0.32069322,0.4196116,1
0.26751992,0.49920025,1
0.49365047,0.15747829,0
0.6285437,0.40536976,1
0.3939676,0.5693083,1
0.83273745,0.6584055,0
0.5753769,0.38796794,1
0.32403588,0.4342915,1
0.27826604,0.7627051,0
0.3094465,0.63155043,1
0.7168499,0.85461223,0
0.68408376,0.5484249,1
0.33247846,0.51760745,1
0.7303207,0.4993927,1
0.39158928,0.6124655,1
0.8485089,0.51339394,0
0.6790009,0.6010292,1
0.6174625,0.704935,1
0.6197653,0.88156104,0
0.70952106,0.5151349,1
0.70921814,0.42440495,1
0.5186694,0.66791534,1
0.5358001,0.0,0
0.41638607,0.6333752,1
0.78831446,0.7690496,0
0.28775382,0.7504439,0
0.055420592,0.5766063,0
0.47224015,0.6716231,1
0.77477056,0.31735,0
0.1534828,0.51114035,0
0.12969589,0.5189276,0
0.11537991,0.65730166,0
0.5013265,0.2830469,1
0.7410001,0.82087517,0
0.61461467,0.6478972,1
0.11194263,0.54358995,0
0.63759315,0.6065586,1
0.38972265,0.645541,1
0.37233338,0.17075406,0
0.5212266,0.9003851,0
0.7509599,0.83887005,0
0.45224473,0.34474403,1
0.8268956,0.29865915,0
0.4958996,0.3888305,1
0.6442083,0.9014451,0
0.36528575,0.34777746,1
0.17946912,0.58546746,0
0.32766262,0.13824525,0
0.12832674,0.39273408,0
0.71408445,0.544093,1
0.3531044,0.35841286,1
0.37771508,0.3896868,1
0.55317485,0.2927947,1
0.64094555,0.600287,1
0.2727359,0.9151605,0
0.29744694,0.45825607,1
0.95072526,0.5926088,0
0.6483926,0.92337173,0
0.6964334,0.8701664,0
0.51041704,0.86560464,0
0.5198771,0.37076232,1
0.3394089,0.3780689,1
0.85370505,0.6376127,0
0.14934146,0.71673745,0
0.6220503,0.30717027,1
0.28067324,0.42439598,1
0.32354796,0.4693476,1
0.5686052,0.31313443,1
0.5031328,0.34966058,1
0.72089654,0.554611,1
0.27834055,0.5597914,1
0.6571732,0.44927084,1
0.4458791,0.67719245,1
0.7717303,0.30210423,0
0.69553846,0.7896829,0
0.36630082,0.41343352,1
0.55410606,0.35085207,1
0.63883406,0.34011018,1
0.5147785,0.85914266,0
0.45985985,0.92556125,0
0.53857124,0.17277215,0
0.6651842,0.5723891,1
0.6965109,0.5435282,1
0.16736566,0.34507495,0
0.26983395,0.72067976,0
0.54579127,0.8127946,0
0.17335291,0.5881275,0
0.5494753,0.6572095,1
0.47345436,0.2925457,1
0.3744722,0.58595276,1
0.14135838,0.5228208,0
0.40168124,0.6340987,1
0.6093639,0.65901136,1
0.32020947,0.53121376,1
0.47767043,0.6868356,1
0.42358544,0.21962973,0
0.6075396,0.36574027,1
0.6500325,0.19330038,0
0.7025991,0.8071692,0
0.24826053,0.27260143,0
0.68031126,0.80689484,0
0.27400506,0.23920767,0
0.6916147,0.8891565,0
0.67084336,0.47169665,1
0.43803698,0.7458007,1
0.34425905,0.6228099,1
0.71085346,0.17362273,0
0.89679027,0.5449268,0
0.10315523,0.4764284,0
0.13329904,0.4404051,0
0.3434122,0.5484029,1
0.5759518,0.20959824,0
0.4136488,0.34145772,1
0.22932832,0.24117196,0
0.25275242,0.52171546,1
0.16595072,0.473489,0
0.09405483,0.50115716,0
0.39864653,0.31214806,1
0.30254284,0.4683616,1
0.75349605,0.74071723,0
0.4483483,0.3179948,1
0.34927648,0.5176135,1
0.4843723,0.1591723,0
0.36436093,0.4024489,1
0.3212576,0.5477824,1
0.3436054,0.55822134,1
0.8431084,0.37452626,0
0.39237863,0.6528325,1
0.44871467,0.6766552,1
0.30222574,0.6899212,1
0.52530414,0.07949132,0
0.30310687,0.48240477,1
0.6475904,0.6937803,1
0.18093541,0.65815806,0
0.72243005,0.4994654,1
0.2950782,0.79124784,0
0.36330247,0.35857093,1
0.69934577,0.4255103,1
0.51163405,0.31671873,1
0.30508298,0.61080563,1
0.4292382,0.64961696,1
0.5569636,0.13080728,0
0.3065767,0.49542993,1
0.3818998,0.31076777,1
0.1824032,0.5044768,0
0.260554,0.8414493,0
0.29368308,0.47742012,1
0.36325157,0.37510863,1
0.44691762,0.22035226,0
0.82237303,0.5632852,0
0.5343425,0.74472916,1
0.16403922,0.40903646,0
0.5728023,0.16651897,0
0.60079855,0.68597376,1
0.8326506,0.3830888,0
0.5313649,0.7157806,1
0.48042065,0.33246922,1
0.6630359,0.5879832,1
0.7225465,0.20758931,0
0.1211381,0.4700707,0
0.03810438,0.38772184,0
0.4462304,0.857683,0
0.44607386,0.68138444,1
0.6486783,0.36288968,1
0.64106995,0.42432082,1
0.6803947,0.39135605,1
0.6164032,0.56025755,1
0.6540357,0.8491883,0
0.6705314,0.34646338,1
0.322497,0.4390128,1
0.909556,0.36469004,0
0.6755388,0.56686074,1
0.19542527,0.33225045,0
0.4451532,0.6819578,1
0.296797,0.45493189,1
0.41022563,0.3265265,1
0.68097895,0.4910044,1
0.5010184,0.680931,1
0.34725448,0.20579445,0
0.14435211,0.34971347,0
0.4861045,0.16423652,0
0.7463779,0.87486994,0
0.35398397,0.3604388,1
0.6332592,0.663406,1
0.36108184,0.19975424,0
0.66641134,0.8640068,0
0.9633508,0.4947307,0
0.3911847,0.53883624,1
0.58700716,0.1650094,0
0.67019933,0.4577263,1
0.09778586,0.46021897,0
0.47242424,0.1727584,0
0.30045402,0.16179404,0
0.80913883,0.2702273,0
0.27289587,0.8068477,0
0.36034924,0.09496502,0
0.47644767,0.8296167,0
0.33091027,0.80614865,0
0.645022,0.70032954,1
0.15014052,0.5062794,0
0.63897353,0.16643795,0
0.70395434,0.5724111,1
0.5482124,0.827435,0
0.37087145,0.68958807,1
0.59624034,0.68911135,1
0.14865932,0.32411575,0
0.49537548,0.91943425,0
0.90343964,0.501785,0
0.67199445,0.5661291,1
0.93202496,0.5987277,0
0.47554883,0.11826436,0
0.31631228,0.219494,0
0.6135938,0.19789684,0
0.8781171,0.5810057,0
0.16080932,0.39733702,0
0.13873379,0.3592361,0
0.37876552,0.35793564,1
0.1718969,0.4569004,0
0.45532152,0.89291435,0
0.26214358,0.24766704,0
0.360815,0.16939008,0
0.59788275,0.31741154,1
0.44020534,0.13752139,0
0.6534123,0.34660485,1
0.18343657,0.41446108,0
0.6030533,0.27279797,1
0.3293531,0.6416746,1
0.8769992,0.6548881,0
0.21535565,0.5899467,0
0.8248302,0.6931346,0
0.65303415,0.61764413,1
0.82631236,0.6492044,0
0.6276746,0.6646,1
0.22966163,0.79999936,0
0.81518656,0.72159153,0
0.5987769,0.8188418,0
0.59165746,0.37811854,1
0.5579806,0.2679147,1
0.56889486,0.13920914,0
0.7817628,0.7629108,0
0.5019065,0.12445486,0
0.93265826,0.53418213,0
0.8243595,0.4070244,0
0.6225478,0.3537747,1
0.49308327,0.34097937,1
0.4183071,0.9148828,0
0.3797126,0.41443592,1
0.53013986,0.3101163,1
0.16510478,0.68363047,0
0.7802675,0.7251383,0
0.4438285,0.42114297,1
0.33348772,0.31911856,1
0.68570966,0.54693955,1
0.6211692,0.39265934,1
0.115570374,0.5463609,0
0.45039007,0.17779289,0
0.91143703,0.6313875,0
0.7086363,0.3281425,1
0.35988435,0.6298776,1
0.30955064,0.22230369,0
0.79165936,0.20917518,0
0.13937101,0.57108474,0
0.33856797,0.5621386,1
0.6671117,0.645204,1
0.6776306,0.5040391,1
0.60544723,0.34839132,1
0.33054596,0.49359217,1
0.43866274,0.6844379,1
0.44535866,0.75735223,1
0.17723867,0.45567018,0
0.8220633,0.56851166,0
0.62991554,0.3155264,1
0.4038736,0.19924031,0
0.28081277,0.47082925,1
0.83761156,0.79590064,0
0.29193872,0.5158174,1
0.3470256,0.67643136,1
0.37181938,0.38965034,1
0.33782178,0.5740868,1
0.42448285,0.40480417,1
0.35189524,0.638327,1
0.63346475,0.48240045,1
0.50049114,0.09704028,0
0.3357722,0.6290505,1
0.6223084,0.8597277,0
0.2452424,0.6665088,0
0.96786207,0.5456068,0
0.64537543,0.86303115,0
0.81425714,0.7278521,0
0.4013087,0.6076139,1
0.705112,0.54055387,1
0.56984514,0.3674357,1
0.6464545,0.35428315,1
0.13598664,0.5934881,0
0.6924769,0.9285537,0
0.39302486,0.3790403,1
0.30238327,0.46419576,1
0.61773634,0.41497397,1
0.5356053,0.13073912,0
0.6566666,0.27160612,1
0.2428701,0.2370288,0
0.6921161,0.3375989,1
0.50772554,0.855535,0
0.41262123,0.13149449,0
0.22015716,0.23658426,0
0.5447277,0.87619835,0
0.45420226,0.70069426,1
0.37186605,0.3287045,1
0.6927776,0.24204408,0
0.8435122,0.58003724,0
0.52901256,0.33839577,1
0.22227839,0.7295708,0
0.39003867,0.64757234,1
0.47428071,0.67439103,1
0.36149088,0.93574005,0
0.3786513,0.8617682,0
0.8262305,0.31727946,0
0.3863022,0.42815316,1
0.6168967,0.66122836,1
0.47361568,0.12491129,0
0.34615964,0.3393561,1
0.7093843,0.508689,1
0.40459102,0.33085147,1
0.87580246,0.4295378,0
0.6840487,0.1076556,0
0.4815854,0.32959455,1
0.73677635,0.7310009,0
0.2943211,0.66394246,1
0.24100213,0.29776242,0
0.3462094,0.43769622,1
0.62951547,0.53150856,1
0.37831157,0.43774188,1
0.51305264,0.3447236,1
0.33988413,0.42171362,1
0.4856492,0.14462596,0
0.3016418,0.8328856,0
0.8239914,0.5285503,0
0.5138789,0.3256751,1
0.5505739,0.6165157,1
0.7342365,0.56223875,1
0.2221067,0.4434958,1
0.8535031,0.24800451,0
0.2519911,0.24039204,0
0.8723499,0.49141732,0
0.9229565,0.49213937,0
0.8592515,0.24631506,0
0.3376558,0.61480296,1
0.48739034,0.30527267,1
0.45291552,0.1304653,0
0.55198413,0.31226075,1
0.8587158,0.3586735,0
0.92234164,0.49775812,0
0.42641717,0.30407965,1
0.17626618,0.34102318,0
0.5031178,0.7116614,1
0.6414584,0.41199264,1
0.54625314,0.3686699,1
0.8469979,0.75714844,0
0.5250503,0.62428594,1
0.32080814,0.5085636,1
0.82123005,0.3568392,0
0.44597062,0.6495762,1
0.5909355,0.8867218,0
0.30207714,0.48420128,1
0.31274077,0.47875375,1
0.69914293,0.19146413,0
0.87432677,0.6456666,0
0.22396179,0.25510564,0
0.51160353,0.69823223,1
0.6397209,0.8302554,0
0.6214331,0.6658008,1
0.4768189,0.85761815,0
0.72715557,0.5051288,1
0.31049106,0.43087155,1
0.6454725,0.64049774,1
0.6574061,0.64831203,1
0.3585797,0.6069497,1
0.4353299,0.6412681,1
0.25672242,0.8286491,0
0.2114338,0.67126065,0
0.8225499,0.39523593,0
0.6540396,0.5462369,1
0.6933942,0.5284857,1
0.6956758,0.60332125,1
0.6388086,0.17115454,0
0.57151437,0.3590761,1
0.90502244,0.65376794,0
0.6707905,0.65755117,1
0.25829172,0.2291621,0
0.68915397,0.865591,0
0.46081874,0.6670443,1
0.38562587,0.4156642,1
0.6447182,0.6859634,1
0.38825962,0.66196215,1
0.6174702,0.25927964,1
0.22747865,0.2827742,0
0.41400483,0.35154894,1
0.13361667,0.61553955,0
0.314425,0.43738723,1
0.40844885,0.3370801,1
0.52884763,0.10138675,0
0.672198,0.26228377,1
0.2633632,0.2719985,0
0.3174852,0.56665343,1
0.31489387,0.4605372,1
0.6568789,0.33117297,1
0.39067456,0.33250776,1
0.2559115,0.53838825,1
0.66505945,0.49659806,1
0.88583875,0.6751089,0
0.83384067,0.36758476,0
0.5516729,0.6746344,1
0.38453135,0.17469582,0
0.333655,0.19843842,0
0.44783148,0.14094366,0
0.14189161,0.3592518,0
0.73970926,0.804682,0
0.8383482,0.61321074,0
0.74917823,0.32562244,0
0.8303318,0.40596887,0
0.11394447,0.28741375,0
0.5341276,0.13559674,0
0.68392205,0.47020015,1
0.41875556,0.8772557,0
0.57689923,0.64756304,1
0.38037843,0.38492763,1
0.24174574,0.71554214,0
0.6023681,0.6222663,1
0.86026704,0.68818504,0
0.2954427,0.12654036,0
0.32133028,0.4951848,1
0.60836107,0.35125408,1
0.0774918,0.5153775,0
0.1663924,0.39184555,0
0.37227944,0.366048,1
0.6030645,0.117292024,0
0.59026825,0.639115,1
0.25956434,0.71997195,0
0.26513293,0.20256895,0
0.6428648,0.42008397,1
0.58910483,0.39886743,1
0.59652877,0.2703811,1
0.7414579,0.31584764,0
0.19204353,0.39749104,0
0.52888453,0.37099114,1
0.68103623,0.41870993,1
0.34287646,0.6925766,1
0.31060028,0.5087625,1
0.15266249,0.5932775,0
0.6136999,0.6551209,1
0.43172953,0.3171633,1
0.47466776,0.8447658,0
0.76762855,0.80455714,0
0.52699107,0.3390111,1
0.35940436,0.63845366,1
0.3839545,0.7594867,1
0.4065953,0.30898145,1
0.8921621,0.4706234,0
0.74574775,0.18925449,0
0.37598568,0.6512219,1
0.6328154,0.79986125,0
0.53823555,0.86132556,0
0.62771165,0.12766796,0
0.31462914,0.5424009,1
0.59444255,0.32415324,1
0.23309568,0.7886961,0
0.6081126,0.39726073,1
0.16051848,0.59247005,0
0.42456907,0.32248726,1
0.30682802,0.6330664,1
0.47106373,0.095276624,0
0.49093536,0.71571225,1
0.558893,0.8969779,0
0.5254944,0.35421047,1
0.3228198,0.48150137,1
0.107136324,0.6355594,0
0.39866596,0.43464494,1
0.5463407,0.6577312,1
0.4197443,0.8552611,0
0.5766747,0.09102874,0
0.14502579,0.48609182,0
0.59233814,0.14529769,0
0.61411065,0.67666286,1
0.49193636,0.85401344,0
0.75843483,0.34390628,0
0.32926488,0.58593434,1
0.45189923,0.36989295,1
0.45717156,0.7269031,1
0.3454995,0.5866471,1
0.21625842,0.32362777,0
0.24366806,0.1901991,0
0.35312834,0.41710916,1
0.7116956,0.49754325,1
0.34479767,0.9408798,0
0.764304,0.18174244,0
0.8542514,0.7181701,0
0.7007492,0.40867937,1
0.49594682,0.6999148,1
0.5868182,0.67630064,1
0.56799275,0.12257114,0
0.37963626,0.61304146,1
0.82725877,0.68380845,0
0.32478943,0.46637803,1
0.685329,0.5717121,1
0.31217757,0.84529305,0
0.73851097,0.25189018,0
0.44205725,0.80002457,0
0.84517604,0.36237687,0
0.19053179,0.67672217,0
0.6644496,0.49206373,1
0.92654747,0.4334928,0
0.43097952,0.2911572,1
0.57573575,0.6543287,1
0.6766802,0.4912622,1
0.8630506,0.80163264,0
0.675225,0.5064391,1
0.6822374,0.5336432,1
0.571813,0.85723317,0
0.22001344,0.6369531,0
0.27377605,0.38580844,1
0.38706732,0.61167717,1
0.6499156,0.83617294,0
0.252913,0.7101191,0
0.8336745,0.73126465,0
0.32355827,0.5140119,1
0.30800766,0.56418884,1
0.75832117,0.78639424,0
0.54363394,0.6928372,1
0.41802144,0.8270463,0
0.65531325,0.60678464,1
0.26783752,0.7692067,0
0.62851894,0.89556336,0
0.6709153,0.22062753,0
0.54681027,0.71702456,1
0.20360786,0.32498574,0
0.6149856,0.3401893,1
0.40665177,0.6389957,1
0.1498148,0.5173262,0
0.39956093,0.34559426,1
0.5800048,0.16479054,0
0.30506173,0.22109497,0
0.7006421,0.13932522,0
0.8963917,0.37614352,0
0.5476591,0.8771683,0
0.7810128,0.15916732,0
0.6756153,0.55033267,1
0.8568734,0.68484783,0
0.3810787,0.7947681,0
0.57371,0.8586351,0
0.6073378,0.8541971,0
0.19066638,0.79075736,0
0.48765573,0.17020343,0
0.37499687,0.47783074,1
0.8026869,0.705324,0
0.6376151,0.82775265,0
0.7557414,0.44366306,1
0.8656974,0.3239339,0
0.6153775,0.67464125,1
0.6448169,0.6516777,1
0.20426981,0.79107356,0
0.20404296,0.6387391,0
0.31223685,0.37016502,1
0.44776583,0.70226455,1
0.8345869,0.64544076,0
0.32763752,0.19797373,0
0.20553648,0.40560076,0
0.8536334,0.31061953,0
0.38699085,0.4204173,1
0.12873165,0.57947534,0
0.15701799,0.27216232,0
0.33781224,0.552706,1
0.3028767,0.47298023,1
0.10049426,0.48527583,0
0.68524045,0.21153629,0
0.6279171,0.32501802,1
0.74700546,0.84979033,0
0.37730068,0.16524462,0
0.3109581,0.18028104,0
0.535485,0.70194876,1
0.2516819,0.544841,1
0.85825914,0.32725328,0
0.34112233,0.608444,1
0.3156654,0.5367831,1
0.7799052,0.18299304,0
0.3704624,0.22020952,0
0.46200514,0.3411864,1
0.58631545,0.65209746,1
0.5445601,0.7487611,1
0.6498548,0.15860741,0
0.8571062,0.6972954,0
0.13944632,0.4684589,0
0.11002882,0.60525554,0
0.26340812,0.8267216,0
0.23639625,0.77322465,0
0.30659127,0.54047036,1
0.18090068,0.5808108,0
0.6929006,0.5451611,1
0.44998693,0.12684342,0
0.592867,0.1706177,0
0.42094892,0.648388,1
0.83879167,0.47564524,0
0.66693264,0.5159761,1
0.6766281,0.5684261,1
0.89454824,0.70676327,0
0.190803,0.59636736,0
0.3111649,0.4325982,1
0.388225,0.8900219,0
0.6783627,0.15556467,0
0.09978508,0.6467593,0
0.3690027,0.51910335,1
0.48931855,0.3830889,1
0.37720647,0.373885,1
0.48390126,0.6300389,1
0.24937654,0.24858634,0
0.4772597,0.30113205,1
0.6400909,0.38821605,1
0.35514078,0.63692087,1
0.2132361,0.37012443,0
0.30883646,0.36000955,1
0.50032115,0.615671,1
0.69311494,0.4225238,1
0.38975474,0.5951137,1
0.36010447,0.64008975,1
0.48754728,0.70103294,1
0.26741388,0.79222226,0
0.67012477,0.1570408,0
0.5898984,0.34866133,1
0.7297578,0.5436412,1
0.581799,0.31706914,1
0.4267819,0.6840084,1
0.7121093,0.56451297,1
0.6232503,0.64016974,1
0.24459426,0.80729693,0
0.7047817,0.49287662,1
0.10034191,0.68153894,0
0.46465158,0.8548468,0
0.7216814,0.4196961,1
0.8489227,0.72484505,0
0.50797105,0.8045119,0
0.3304743,0.46527267,1
0.34825212,0.5420736,1
0.7023822,0.43581298,1
0.34322202,0.14836214,0
0.67767376,0.83707726,0
0.39027408,0.84745824,0
0.13762966,0.43962336,0
0.13708016,0.48512688,0
0.32469547,0.49695516,1
0.3414867,0.3369398,1
0.47856265,0.7344375,1
0.6600355,0.5923873,1
0.53029436,0.84533244,0
0.34755412,0.47192588,1
0.67555976,0.66547257,1
0.6141001,0.68670315,1
0.19406718,0.66503,0
0.09816573,0.51916414,0
0.17469828,0.38896862,0
0.65120953,0.42798653,1
0.28392628,0.6094141,1
0.7321018,0.38105494,1
0.59193695,0.19920939,0
0.3095801,0.55384165,1
0.37974724,0.38247526,1
0.49983203,0.35688308,1
0.5457631,0.7390137,1
0.08703197,0.37767932,0
0.71215355,0.80160266,0
0.8445068,0.446733,0
0.53901494,0.8918471,0
0.45174196,0.3970888,1
0.6137777,0.8925782,0
0.3587999,0.492402,1
0.61221945,0.6708619,1
0.5348623,0.7268712,1
0.255006,0.55613154,1
0.68024313,0.49303937,1
0.63611,0.5765534,1
0.7318839,0.83966935,0
0.6697654,0.44741184,1
0.6849421,0.8774599,0
0.42846507,0.6535054,1
0.69270444,0.3666088,1
0.3460822,0.16839884,0
0.39786112,0.6585388,1
0.76101065,0.40689784,1
0.3144749,0.5000869,1
0.7618223,0.44164476,1
0.22107445,0.36233175,0
0.6708446,0.6273584,1
0.7944467,0.30978796,0
0.3697013,0.54183334,1
0.73532146,0.48535177,1
0.53403944,0.323821,1
0.8667329,0.3240886,0
0.40731797,0.14848825,0
0.3849857,0.16478339,0
0.60884255,0.72028506,1
0.5122166,0.6882292,1
0.43422768,0.35619995,1
0.18317509,0.3317576,0
0.19736747,0.4875343,0
0.3701164,0.4811357,1
0.39113125,0.81139725,0
0.5887732,0.6970612,1
0.7298043,0.5814074,1
0.21163735,0.70492744,0
0.20385209,0.28324777,0
0.103282444,0.45322067,0
0.849287,0.640788,0
0.75398695,0.2770188,0
0.6274974,0.15702967,0
0.37559274,0.59368765,1
0.84887433,0.7120806,0
0.6626558,0.4715781,1
0.7223104,0.39791104,1
0.5004959,0.7456385,1
0.29788983,0.79160315,0
0.29090056,0.83828294,0
0.6807213,0.43127257,1
0.18220583,0.66247755,0
0.3475944,0.18970755,0
0.46854645,0.8861104,0
0.19957553,0.6565114,0
0.64092255,0.57839936,1
0.6933518,0.55651605,1
0.6907808,0.49607104,1
0.24118765,0.28496432,0
0.72363985,0.49996227,1
0.42084685,0.39039704,1
0.16267633,0.58894104,0
0.5887881,0.8665206,0
0.7805205,0.26024878,0
0.6426517,0.6213372,1
0.8306873,0.82129216,0
0.41926086,0.15592045,0
0.66193056,0.42900157,1
0.30740228,0.51615876,1
0.7026351,0.67067367,1
0.76602495,0.75195616,0
0.51757014,0.3295833,1
0.5592854,0.63055336,1
0.8286115,0.48542094,1
0.26607707,0.81454736,0
0.3797278,0.47618648,1
0.69079363,0.47425404,1
0.5208754,0.70273733,1
0.45202172,0.7766309,1
0.60734785,0.8451002,0
0.3342464,0.36572114,1
0.18549943,0.32291448,0
0.2879045,0.5264634,1
0.46856505,0.81931615,0
0.3458488,0.38865486,1
0.69900846,0.39890006,1
0.45620078,0.7087845,1
0.7994263,0.23920333,0
0.6871564,0.28888288,1
0.38191456,0.88659936,0
0.47172856,0.87002414,0
0.19204721,0.67568606,0
0.731333,0.74477965,0
0.47443897,0.2956523,1
0.48038325,0.8468115,0
0.27082428,0.7945283,0
0.48884675,0.15960045,0
0.3222205,0.4442749,1
0.45821992,0.85795957,0
0.23333922,0.7005398,0
0.17166156,0.5238065,0
0.8018788,0.30873263,0
0.39312604,0.49650112,1
0.7856423,0.8259531,0
0.546618,0.7378144,1
0.16862965,0.5998792,0
0.73418516,0.18687555,0
0.9499682,0.50749236,0
0.34728414,0.19569835,0
0.8953447,0.55022967,0
0.7734857,0.22677858,0
0.7501072,0.5236805,1
0.50013196,0.90416026,0
0.42324278,0.14804225,0
0.23759367,0.19483769,0
0.66212714,0.21324572,0
0.3231184,0.60523665,1
0.58687806,0.7101119,1
0.32795623,0.47758937,1
0.81079155,0.28834066,0
0.7549762,0.23942845,0
0.78504217,0.24449198,0
0.56493163,0.381962,1
0.12816471,0.5592124,0
0.38349745,0.35405228,1
0.61243993,0.5624054,1
0.6457926,0.62797016,1
0.8213917,0.5731881,0
0.8938117,0.58675754,0
0.51890737,0.85802335,0
0.30086064,0.5775811,1
0.51356226,0.8232131,0
0.10165356,0.5717604,0
0.6870101,0.56745684,1
0.7419483,0.16420186,0
0.3755255,0.18433191,0
0.7585751,0.20430793,0
0.26474684,0.5584165,1
0.90566695,0.5719362,0
0.7283127,0.44399405,1
0.64642227,0.40485725,1
0.47123697,0.8515213,0
0.46983263,0.2834815,1
0.7245785,0.77804685,0
0.4230931,0.3728658,1
0.4592621,0.67145663,1
0.41492337,0.307099,1
0.15658796,0.37956488,0
0.8731947,0.6405766,0
0.058680333,0.4636889,0
0.5958384,0.60952085,1
0.3429014,0.4983335,1
0.73263866,0.22853431,0
0.6438741,0.3249196,1
0.7090171,0.80511534,0
0.49073976,0.8480643,0
0.24271469,0.72949743,0
0.7526678,0.8573765,0
0.835611,0.7921006,0
0.302785,0.56485385,1
0.19821407,0.5398686,0
0.8782707,0.6486866,0
0.36092097,0.38119814,1
0.5409358,0.6749768,1
0.19055977,0.7246694,0
0.3053841,0.8425487,0
0.37201267,0.3979412,1
0.5016745,0.28726903,1
0.70954424,0.86388236,0
0.54916716,0.28828624,1
0.80788827,0.5095899,0
0.6081244,0.33095312,1
0.78911734,0.83476806,0
0.6706038,0.83840394,0
0.40503982,0.8615475,0
0.37327915,0.54579425,1
0.6331119,0.40222818,1
0.42613253,0.31035557,1
