Feature_1,Feature_2,Label
0.55160487,0.608866,0
0.21660936,0.77397543,0
0.75527525,0.23445798,1
0.14704855,0.6992458,0
0.56973666,0.44436502,0
0.62458813,0.45879686,0
0.45136237,0.7995436,0
0.8941028,0.6180729,1
0.40489855,0.7847409,0
0.5109484,0.18187949,1
0.58423024,0.13585101,1
0.44735056,0.89612865,0
0.4756572,0.75624496,0
0.4778863,0.78305715,0
0.16847883,0.699811,0
0.44763765,0.31323722,1
0.43649644,0.35613984,1
0.58312345,0.07656408,1
0.4678154,0.27225262,1
0.5405559,0.7891757,0
0.44889307,0.86205435,0
0.7533051,0.10850367,1
0.801348,0.1743797,1
0.5055188,0.6658241,0
0.62645507,0.40555698,0
0.6120791,0.5593013,0
0.41085064,0.4130899,1
0.055058584,0.46792865,0
0.31999323,0.5976665,1
0.094643824,0.5779564,0
0.45009738,0.33652723,1
0.12426102,0.5603665,0
0.28856897,0.74494433,0
0.42990634,0.28422216,1
0.38978246,0.79633987,0
0.49125764,0.8133368,0
0.5318243,0.7767137,0
0.79302096,0.22283426,1
0.6389886,0.19802798,1
0.5849888,0.43803152,0
0.2044212,0.7235601,0
0.6747398,0.07978947,1
0.82120496,0.24808529,1
0.47839794,0.25140053,1
0.21907066,0.7939683,0
0.679785,0.16381271,1
0.07072149,0.49088335,0
0.10830061,0.52025974,0
0.62188643,0.121927574,1
0.38133952,0.7915004,0
0.3099174,0.7614278,0
0.21639518,0.7327516,0
0.20533146,0.7091884,0
0.67402536,0.161143,1
0.074585214,0.41545025,0
0.6099702,0.6712758,0
0.35752362,0.3837534,1
0.5861257,0.12868583,1
0.89168745,0.4819688,1
0.1654473,0.75280404,0
0.11263153,0.57677215,0
0.20765279,0.7543735,0
0.27896184,0.70340365,0
0.6153793,0.53824294,0
0.5658528,0.66669035,0
0.65068364,0.5587042,0
0.29754186,0.75618905,0
0.28671756,0.83280015,0
0.6009523,0.43544075,0
0.50969064,0.67108095,0
0.63991857,0.54923004,0
0.6361169,0.09151965,1
0.9111436,0.3821436,1
0.27492797,0.78718644,0
0.5568917,0.2472213,1
0.56603557,0.071210064,1
0.4190567,0.49230444,1
0.8540318,0.30532277,1
0.76348317,0.20966049,1
0.48032144,0.70220345,0
0.3883951,0.749728,0
0.60946804,0.12614648,1
0.26914558,0.7967055,0
0.14136648,0.6015043,0
0.63397187,0.16364577,1
0.27082172,0.8162202,0
0.40966043,0.2946329,1
0.053025875,0.448043,0
0.8764442,0.39656332,1
0.47483024,0.17525707,1
0.63250846,0.38548708,0
0.5056025,0.64880705,0
0.17905957,0.7150016,0
0.5021529,0.6512204,0
0.29156694,0.822947,0
0.101191826,0.38620096,0
0.39397916,0.8380565,0
0.93121696,0.5464602,1
0.5840534,0.21239576,1
0.58825934,0.4948479,0
0.34086955,0.5279648,1
0.615629,0.37277535,0
0.57643604,0.15731867,1
0.07813958,0.5246474,0
0.24108873,0.7162747,0
0.2102907,0.764509,0
0.24340075,0.7911214,0
0.6659598,0.36480704,0
0.42290318,0.27270105,1
0.93498665,0.41731054,1
0.106340274,0.583944,0
0.59948754,0.60205615,0
0.75117785,0.2496038,1
0.424748,0.7626236,0
0.4374507,0.19462797,1
0.32967418,0.42382812,1
0.21187316,0.70378524,0
0.847604,0.2906387,1
0.8592372,0.36241767,1
0.71776843,0.17644669,1
0.4184439,0.7729112,0
0.11352182,0.69550043,0
0.14146541,0.72362596,0
0.61118805,0.10394257,1
0.7375601,0.09738064,1
0.50572515,0.7391469,0
0.7929924,0.33260792,1
0.5399206,0.7043477,0
0.3567249,0.8267349,0
0.5682415,0.46600187,0
0.43381917,0.83243835,0
0.8680579,0.28806657,1
0.4141888,0.8379136,0
0.7413472,0.24275081,1
0.14424327,0.85910594,0
0.71471167,0.17955714,1
0.3312214,0.4102219,1
0.8395082,0.34456375,1
0.44780558,0.86773473,0
0.9088244,0.5344958,1
0.4522388,0.24636291,1
0.54504865,0.6749251,0
0.3492724,0.7469761,0
0.7159447,0.15276875,1
0.18589438,0.6836414,0
0.51414984,0.7230211,0
0.39509335,0.7356307,0
0.92034245,0.6092569,1
0.33701828,0.4326207,1
0.64872736,0.08381404,1
0.15051663,0.63354886,0
0.5423348,0.65615046,0
0.16298306,0.5820615,0
0.33040214,0.8191803,0
0.55040836,0.5720087,0
0.39781326,0.40610862,1
0.85808116,0.44187084,1
0.50469893,0.72696394,0
0.5933673,0.19174795,1
0.41167757,0.854898,0
0.37261105,0.8555707,0
0.33985776,0.7997133,0
0.63711107,0.32126814,0
0.8280438,0.3634587,1
0.0730296,0.47329232,0
0.52070236,0.73499334,0
0.8328614,0.3473677,1
0.33676687,0.4919617,1
0.3864376,0.43794882,1
0.6082122,0.115262955,1
0.75392777,0.31291723,1
0.7759589,0.23676012,1
0.15475845,0.6701959,0
0.8011837,0.1824141,1
0.33194998,0.8130994,0
0.5299481,0.6593135,0
0.47335023,0.18793288,1
0.65774494,0.18441917,1
0.915242,0.5984243,1
0.5117951,0.7079318,0
0.3584852,0.35310283,1
0.43363255,0.81934875,0
0.57974535,0.59408677,0
0.8649113,0.50536674,1
0.4679191,0.19368844,1
0.8636762,0.51007706,1
0.32546622,0.49909392,1
0.108027495,0.5608294,0
0.4785845,0.63078576,0
0.71503866,0.17809437,1
0.1548656,0.62654984,0
0.5475055,0.7094095,0
0.5525996,0.64208156,0
0.5501409,0.16167337,1
0.35787413,0.44817355,1
0.4657598,0.1912658,1
0.4329976,0.7496281,0
0.5624654,0.53043383,0
0.5713887,0.5571859,0
0.7979595,0.36253527,1
0.55589616,0.4653677,0
0.59898436,0.114746414,1
0.38919678,0.46325684,1
0.38887277,0.86258364,0
0.5254883,0.7202404,0
0.8619342,0.46106586,1
0.34321928,0.8050404,0
0.18226558,0.6993024,0
0.22214931,0.76595044,0
0.34099585,0.46358356,1
0.39810687,0.5952579,1
0.57707137,0.16792838,1
0.87333155,0.3998438,1
0.6385259,0.1546399,1
0.5334066,0.19148532,1
0.69446915,0.2019977,1
0.5480933,0.7552323,0
0.421252,0.3113252,1
0.34648722,0.7936775,0
0.59026283,0.58168775,0
0.09286262,0.43431965,0
0.31600642,0.7478525,0
0.13170695,0.46109012,0
0.2397728,0.82624406,0
0.46643728,0.82567793,0
0.1314812,0.54098475,0
0.37662873,0.49837938,1
0.37626275,0.75196415,0
0.76573503,0.32060313,1
0.4288831,0.3229701,1
0.41929445,0.8930697,0
0.44604805,0.73447895,0
0.8003249,0.3225213,1
0.5489099,0.63638324,0
0.8393052,0.22998442,1
0.7658865,0.31246072,1
0.30526277,0.7823078,0
0.31633654,0.79182506,0
0.5871984,0.6499328,0
0.78272724,0.26721123,1
0.100683294,0.63986903,0
0.07156717,0.4507548,0
0.3884453,0.86550087,0
0.34647262,0.46165183,1
0.70788735,0.09561616,1
0.0605971,0.47774705,0
0.5721391,0.59638613,0
0.8966266,0.30451995,1
0.49414968,0.80436677,0
0.3446253,0.86434793,0
0.47890952,0.76680523,0
0.3333313,0.46205273,1
0.4277478,0.75847363,0
0.10958419,0.5750164,0
0.9138468,0.48856896,1
0.20476788,0.7922555,0
0.23624577,0.7648936,0
0.36637712,0.8372893,0
0.5280312,0.7668079,0
0.13420454,0.5510511,0
0.08656189,0.46982706,0
0.57121205,0.43504235,0
0.5047939,0.7976496,0
0.111347556,0.36154398,0
0.24882115,0.7475254,0
0.5770469,0.11423529,1
0.11522305,0.56786233,0
0.5542326,0.66914916,0
0.8579477,0.25658426,1
0.9129076,0.58231187,1
0.48796436,0.7791382,0
0.56203246,0.09201647,1
0.14903267,0.6788644,0
0.06948974,0.6737965,0
0.06807275,0.49070767,0
0.13871068,0.52728385,0
0.07927573,0.46976092,0
0.6377578,0.42238557,0
0.40756473,0.42928627,1
0.632177,0.4343834,0
0.63319486,0.060040727,1
0.37677932,0.8460176,0
0.62484175,0.42022637,0
0.2449427,0.7643548,0
0.57147163,0.50932586,0
0.48112217,0.28714323,1
0.7800682,0.29463315,1
0.2716027,0.7998995,0
0.5331431,0.83059895,0
0.80960214,0.33656502,1
0.39183867,0.38974416,1
0.44189513,0.7745002,0
0.70506424,0.25359055,1
0.057405546,0.57399863,0
0.4423579,0.30440202,1
0.6199733,0.50802416,0
0.43956867,0.19982453,1
0.36291575,0.43313268,1
0.4360686,0.7987616,0
0.77900684,0.19492015,1
0.36955234,0.45585477,1
0.15054704,0.6005072,0
0.3632153,0.28746015,1
0.5850551,0.5770378,0
0.066898525,0.47280523,0
0.1478527,0.63369673,0
0.81898516,0.28837714,1
0.51138264,0.730611,0
0.92158145,0.4554699,1
0.41093546,0.44653934,1
0.6334281,0.15885797,1
0.323981,0.76868284,0
0.07511358,0.3931022,0
0.66536236,0.12119396,1
0.368799,0.31597096,1
0.8398431,0.37322155,1
0.4672663,0.20324528,1
0.8962806,0.47474733,1
0.7554529,0.2184045,1
0.60542333,0.56687266,0
0.26018956,0.77183133,0
0.632763,0.42784038,0
0.84135467,0.31260222,1
0.5094235,0.7358148,0
0.45207083,0.6745945,0
0.5564349,0.5288172,0
0.4095459,0.35989687,1
0.06587227,0.3471566,0
0.8684533,0.39256397,1
0.9141473,0.5386521,1
0.33725834,0.81649244,0
0.83094794,0.5274203,1
0.54051733,0.69532174,0
0.37119338,0.42138204,1
0.878809,0.6003953,1
0.61009073,0.37765607,0
0.7684065,0.27362722,1
0.3630904,0.45173517,1
0.7797635,0.23230165,1
0.5791895,0.583962,0
0.6296278,0.45175955,0
0.25511107,0.80304074,0
0.39688146,0.8227582,0
0.5332441,0.71076983,0
0.3976277,0.3654128,1
0.42237788,0.81105924,0
0.16387305,0.5604839,0
0.78619546,0.2834442,1
0.873677,0.38899708,1
0.88781124,0.3258418,1
0.3533393,0.8073342,0
0.83467335,0.42551672,1
0.3760691,0.49344578,1
0.09270838,0.43662763,0
0.79986256,0.26029745,1
0.4994758,0.23318243,1
0.67073053,0.20143221,1
0.473295,0.8471858,0
0.1815867,0.7662943,0
0.25857309,0.70387286,0
0.8434509,0.2323431,1
0.77884823,0.20010932,1
0.4816906,0.17932287,1
0.37530652,0.36143142,1
0.4103078,0.2514075,1
0.3797905,0.33855504,1
0.52645403,0.7821298,0
0.18141009,0.7931107,0
0.5867565,0.5000189,0
0.88631743,0.35791615,1
0.5508553,0.6643029,0
0.88795984,0.584584,1
0.09893274,0.6923066,0
0.49986687,0.6797715,0
0.10064218,0.6329469,0
0.46652067,0.26361957,1
0.09230185,0.43411413,0
0.5038646,0.22640531,1
0.5048644,0.74696666,0
0.5080586,0.21916524,1
0.14291427,0.7245226,0
0.64685696,0.5179115,0
0.42196867,0.8297848,0
0.18946378,0.80006665,0
0.5649153,0.2744073,1
0.41786435,0.79735905,0
0.4470117,0.17085141,1
0.8462953,0.40366545,1
0.733607,0.20071092,1
0.65077305,0.24583459,1
0.4205483,0.4485349,1
0.65233123,0.42864004,0
0.50818944,0.6886976,0
0.56522024,0.19549303,1
0.5501878,0.15576448,1
0.56793916,0.15147696,1
0.5309964,0.2185048,1
0.4581138,0.1802039,1
0.6321728,0.1585997,1
0.47293842,0.7606193,0
0.3387997,0.53880566,1
0.20532781,0.7813263,0
0.62694466,0.36124802,0
0.4472516,0.3170647,1
0.5991964,0.43012175,0
0.646568,0.13708995,1
0.3779405,0.8111347,0
0.43211335,0.8949108,0
0.8995383,0.4503086,1
0.15428929,0.6471066,0
0.2216269,0.7103679,0
0.60704875,0.38436836,0
0.35596547,0.5091275,1
0.5494817,0.73302054,0
0.39023143,0.29827005,1
0.7553889,0.26544923,1
0.5942331,0.5434935,0
0.7357967,0.15625107,1
0.66877043,0.12874803,1
0.43618754,0.18067461,1
0.7361969,0.12021957,1
0.90551597,0.46485397,1
0.419306,0.28292006,1
0.38408646,0.810654,0
0.3897067,0.8361933,0
0.43176585,0.7802646,0
0.3039231,0.81697696,0
0.1447976,0.5484271,0
0.8443562,0.47441036,1
0.40725023,0.83889866,0
0.42127952,0.8646799,0
0.37440515,0.7486831,0
0.33780113,0.39256647,1
0.5326946,0.15064709,1
0.7684996,0.20161335,1
0.48215032,0.20667349,1
0.3472269,0.39981383,1
0.32658464,0.45962578,1
0.8528114,0.37484485,1
0.59250796,0.12658186,1
0.7202377,0.1705652,1
0.88890743,0.42270073,1
0.35783732,0.34133068,1
0.58663136,0.5802211,0
0.83523804,0.35486197,1
0.46560094,0.7200258,0
0.1532573,0.7600694,0
0.76374257,0.21900582,1
0.74769074,0.23171024,1
0.043545794,0.574445,0
0.22611105,0.7342134,0
0.2623008,0.69092107,0
0.30540362,0.8741091,0
0.35073197,0.57821405,1
0.09217689,0.6501151,0
0.8112754,0.23406461,1
0.43921214,0.7710699,0
0.042682055,0.41502318,0
0.9003585,0.4640605,1
0.21426833,0.683886,0
0.83094585,0.3500651,1
0.6246983,0.20510781,1
0.09214944,0.5637743,0
0.7362716,0.24302156,1
0.51633257,0.8481821,0
0.6840367,0.4994293,0
0.5888434,0.6400199,0
0.5006514,0.7520946,0
0.47771886,0.15076792,1
0.14030696,0.63963753,0
0.0811999,0.60156196,0
0.875284,0.48566997,1
0.86579895,0.43855655,1
0.7255524,0.1964706,1
0.042508643,0.40355855,0
0.58586514,0.54035753,0
0.33848515,0.86713785,0
0.38499913,0.36241192,1
0.16511714,0.66152024,0
0.39326066,0.8156752,0
0.22332662,0.7032476,0
0.24684,0.85902655,0
0.5384458,0.67357516,0
0.5957909,0.15724015,1
0.120902866,0.4728854,0
0.1771048,0.8059211,0
0.744698,0.23682958,1
0.54411674,0.71411306,0
0.47243956,0.8278007,0
0.62807065,0.46692517,0
0.3217354,0.7556184,0
0.86566454,0.48048693,1
0.28925082,0.8354706,0
0.5244382,0.747018,0
0.82039964,0.44345483,1
0.91399306,0.4614939,1
0.5424496,0.19274724,1
0.11298967,0.46426317,0
0.15438451,0.7754467,0
0.39575428,0.8464207,0
0.6063189,0.55178213,0
0.5683885,0.64498353,0
0.3769426,0.44255635,1
0.14415775,0.37918264,0
0.6229248,0.5645342,0
0.34069976,0.7755961,0
0.62720644,0.11725793,1
0.3999618,0.41189495,1
0.38410482,0.42805794,1
0.73703027,0.25826663,1
0.87598956,0.33083457,1
0.8052279,0.36007804,1
0.45574567,0.19377477,1
0.17205909,0.6780623,0
0.11408381,0.5592473,0
0.29457062,0.78513175,0
0.6175679,0.45996493,0
0.49602962,0.7833455,0
0.3586173,0.83380204,0
0.57348657,0.7358017,0
0.5239152,0.8030384,0
0.05122162,0.58491915,0
0.5734612,0.75605875,0
0.5153411,0.64226055,0
0.5646557,0.114753895,1
0.7372713,0.13274421,1
0.38762942,0.40962425,1
0.62121636,0.2188843,1
0.39367685,0.8384503,0
0.41076422,0.83117396,0
0.6250296,0.16819778,1
0.7436727,0.3034706,1
0.58363074,0.22269508,1
0.4571158,0.24032962,1
0.5351615,0.70706755,0
0.791813,0.23464909,1
0.30051294,0.59487593,1
0.42668024,0.38259518,1
0.5380493,0.17361107,1
0.41758782,0.38167202,1
0.4340541,0.35763875,1
0.630071,0.39146313,0
0.5962744,0.6309039,0
0.45763272,0.24096267,1
0.27129966,0.7802388,0
0.6345059,0.4970637,0
0.69295883,0.21454813,1
0.34112903,0.49976367,1
0.38167065,0.3806535,1
0.8088936,0.26862633,1
0.25145996,0.8432416,0
0.47670546,0.14529522,1
0.40099832,0.7935955,0
0.6037946,0.099162325,1
0.5587597,0.58388406,0
0.2712201,0.75446296,0
0.8919918,0.53633875,1
0.09221824,0.33717546,0
0.5261983,0.66705024,0
0.55627006,0.7055016,0
0.82479745,0.1849882,1
0.8792333,0.44420674,1
0.625873,0.48570386,0
0.07767,0.3669894,0
0.5745558,0.16050658,1
0.118366025,0.45835912,0
0.8969635,0.6187933,1
0.601258,0.5689735,0
0.7780685,0.26576805,1
0.4722661,0.71689,0
0.8963823,0.48597988,1
0.53131604,0.72850406,0
0.5467457,0.6662677,0
0.6773832,0.2304158,1
0.59517735,0.464618,0
0.77420634,0.24755931,1
0.5022822,0.2085941,1
0.1525089,0.6370594,0
0.55885607,0.07994673,1
0.86171365,0.5388081,1
0.46203974,0.82439834,0
0.6506811,0.3596195,0
0.44366154,0.29026356,1
0.6307235,0.36365342,0
0.657334,0.171441,1
0.60868347,0.18312368,1
0.59934705,0.19736929,1
0.6446999,0.5380659,0
0.3479447,0.56571686,1
0.087063245,0.3957115,0
0.8060706,0.28833777,1
0.36950067,0.84890676,0
0.8808347,0.46390995,1
0.5847268,0.6014583,0
0.30979103,0.5440865,1
0.44586185,0.7299012,0
0.62750614,0.56321645,0
0.25915465,0.8486561,0
0.5877789,0.71436024,0
0.13652746,0.63039255,0
0.36544508,0.8435267,0
0.60506815,0.13661039,1
0.5121421,0.23274393,1
0.81510746,0.25593203,1
0.87007135,0.55935925,1
0.56448305,0.65515584,0
0.60311985,0.190009,1
0.79075164,0.23031268,1
0.4100894,0.77962923,0
0.7216113,0.27896556,1
0.8452728,0.55102134,1
0.7921365,0.24649367,1
0.3380063,0.779839,0
0.5983769,0.38472912,0
0.33798543,0.4391441,1
0.16561687,0.6261881,0
0.86197394,0.5531744,1
0.63325536,0.61204135,0
0.8865852,0.44261014,1
0.5823186,0.7043121,0
0.3610668,0.57285666,1
0.6589896,0.17928623,1
0.0419156,0.41558784,0
0.39294645,0.40659627,1
0.9138454,0.55978,1
0.59837925,0.1620478,1
0.14949358,0.5032589,0
0.32474127,0.5901808,1
0.5819767,0.061373927,1
0.38073346,0.42634442,1
0.14091332,0.70789397,0
0.73977786,0.30555588,1
0.34506607,0.6206868,1
0.38081333,0.8122103,0
0.69816774,0.19631536,1
0.49780154,0.18484327,1
0.45456076,0.766743,0
0.43939394,0.43553162,1
0.5200695,0.23977904,1
0.105217464,0.49314544,0
0.17631875,0.67775565,0
0.88447446,0.5023752,1
0.5542768,0.6112197,0
0.099814475,0.6026001,0
0.15954176,0.65032196,0
0.6699777,0.16732733,1
0.74843895,0.09603666,1
0.8012179,0.22865078,1
0.23666608,0.88232577,0
0.5177847,0.23786838,1
0.20412038,0.8147176,0
0.4516279,0.22670805,1
0.91404605,0.5886131,1
0.118897885,0.6126301,0
0.41812456,0.3492842,1
0.62321836,0.4548523,0
0.8896501,0.41482875,1
0.39140198,0.24613036,1
0.39645556,0.2511544,1
0.18642926,0.7054757,0
0.52637327,0.785046,0
0.3471335,0.48125318,1
0.39256024,0.42748988,1
0.5000761,0.7162809,0
0.58389264,0.6231513,0
0.37090048,0.48008654,1
0.40618226,0.9434432,0
0.23132797,0.7571584,0
0.568952,0.70430326,0
0.69682974,0.20005246,1
0.7118182,0.13729058,1
0.5907461,0.43775952,0
0.3804238,0.85692567,0
0.6666111,0.22378159,1
0.51957536,0.23941019,1
0.5101252,0.122766666,1
0.7153743,0.16312863,1
0.64383465,0.050969332,1
0.6132551,0.15959908,1
0.61459816,0.50324047,0
0.493209,0.77121234,0
0.2218797,0.73878425,0
0.49416703,0.73326063,0
0.14539486,0.7334179,0
0.85453016,0.40559143,1
0.7271123,0.15360633,1
0.03764317,0.44698346,0
0.5568044,0.12463259,1
0.6404853,0.43243483,0
0.7599394,0.30635506,1
0.64722997,0.17903703,1
0.5795578,0.57482976,0
0.57610464,0.38027385,0
0.3916793,0.44315055,1
0.81640166,0.34352288,1
0.5298335,0.13573109,1
0.56300277,0.62341917,0
0.59518516,0.19421975,1
0.6362322,0.14362592,1
0.5988486,0.56145674,0
0.55552584,0.6901278,0
0.85253406,0.3813858,1
0.36359045,0.83820355,0
0.4604876,0.790128,0
0.45808998,0.88821954,0
0.4714011,0.69363636,0
0.8601344,0.3915527,1
0.8303529,0.33816072,1
0.48773724,0.7878249,0
0.7108513,0.16993973,1
0.4021529,0.25858104,1
0.85174936,0.6321894,1
0.377903,0.84834564,0
0.5854035,0.17817438,1
0.70649153,0.17517006,1
0.2377776,0.8121715,0
0.329175,0.48474336,1
0.07590954,0.5420763,0
0.39949754,0.27735138,1
0.88623923,0.42320776,1
0.44036022,0.262636,1
0.42930636,0.8062912,0
0.3588076,0.86157185,0
0.5867735,0.54038554,0
0.81257504,0.20086142,1
0.6657254,0.10818945,1
0.4609111,0.7509574,0
0.42388648,0.32982403,1
0.19680443,0.74994355,0
0.10036401,0.52646667,0
0.9393172,0.5093052,1
0.57917047,0.5967988,0
0.47775686,0.76351076,0
0.3324215,0.7950218,0
0.10723328,0.5267431,0
0.6164143,0.04233226,1
0.61304,0.40635505,0
0.7514038,0.19970685,1
0.42188933,0.42768925,1
0.4903156,0.74588877,0
0.5112259,0.7492252,0
0.85302746,0.32755652,1
0.8223854,0.2804406,1
0.35621127,0.33728236,1
0.104883574,0.5923907,0
0.89434916,0.49761015,1
0.35098034,0.52763426,1
0.15107308,0.69782287,0
0.89736134,0.4841297,1
0.92186207,0.4751183,1
0.43007398,0.7793094,0
0.8828485,0.52217,1
0.35186374,0.61897206,1
0.9111368,0.51802826,1
0.22795975,0.8529591,0
0.35422465,0.4975498,1
0.1925932,0.75097305,0
0.86288697,0.36921087,1
0.5649138,0.6926221,0
0.47616482,0.797021,0
0.36022252,0.32438293,1
0.8069501,0.27680427,1
0.5551862,0.71294016,0
0.41198292,0.7914123,0
0.82796776,0.21033283,1
0.25418052,0.821869,0
0.45777997,0.27931717,1
0.49137127,0.8301779,0
0.076488264,0.5107702,0
0.099185295,0.4638646,0
0.6251404,0.40193117,0
0.47948694,0.7336577,0
0.4149226,0.2662759,1
0.23709348,0.7836244,0
0.26542786,0.79999185,0
0.368283,0.8642683,0
0.39306703,0.41237587,1
0.37993082,0.54310644,1
0.55088353,0.71571195,0
0.35829857,0.71920747,0
0.89585185,0.42706287,1
0.56524795,0.5653229,0
0.41895828,0.79409623,0
0.83257794,0.4356962,1
0.49174544,0.21855514,1
0.52495414,0.81019694,0
0.391619,0.46708682,1
0.2792394,0.8568393,0
0.60712296,0.3890649,0
0.5749196,0.1901818,1
0.34590277,0.47502705,1
0.6041302,0.39311785,0
0.32959953,0.8267473,0
0.3817265,0.37344015,1
0.3755353,0.86869466,0
0.3721825,0.4899856,1
0.60034573,0.49280846,0
0.7905365,0.30608496,1
0.06104343,0.432543,0
0.8706204,0.3924608,1
0.60045725,0.5532975,0
0.33316153,0.4846935,1
0.7176184,0.18372212,1
0.35392207,0.5110673,1
0.63496757,0.43877882,0
0.40222868,0.37696576,1
0.4600176,0.26291046,1
0.09829683,0.67468596,0
0.751097,0.2488654,1
0.5393705,0.820462,0
0.4117408,0.3159693,1
0.54367256,0.5986371,0
0.1361543,0.5214602,0
0.6155272,0.5735373,0
0.6636706,0.163862,1
0.66952914,0.19192979,1
0.3797859,0.7943969,0
0.83600116,0.3213925,1
0.8841806,0.34792012,1
0.57253945,0.4817506,0
0.89836663,0.44482014,1
0.10273599,0.37680334,0
0.105228506,0.4985915,0
0.43126333,0.7419731,0
0.85864794,0.39325276,1
0.47853667,0.8501408,0
0.3459361,0.6037769,1
0.10962432,0.4898147,0
0.42525315,0.4512507,1
0.53445464,0.67134094,0
0.36484486,0.5157633,1
0.6964134,0.057607334,1
0.4891667,0.79386705,0
0.36367056,0.502239,1
0.36507288,0.4872595,1
0.54670185,0.02908163,1
0.8269473,0.304287,1
0.45947403,0.38592508,1
0.44198227,0.15364625,1
0.49927297,0.80667484,0
0.4869124,0.18518357,1
0.6975555,0.17785382,1
0.20965578,0.72416055,0
0.20778622,0.7921367,0
0.110699974,0.5284042,0
0.54122406,0.16277185,1
0.7650984,0.13128087,1
0.60306036,0.15993226,1
0.52811944,0.21653786,1
0.30078495,0.81999606,0
0.43770185,0.7469724,0
0.833726,0.39436424,1
0.9267824,0.48280302,1
0.5500876,0.7386832,0
0.13150357,0.59606344,0
0.47383207,0.70842767,0
0.37713405,0.5765987,1
0.17478903,0.67607397,0
0.3342064,0.80410755,0
0.57835186,0.14851394,1
0.5931549,0.64706427,0
